x,y,z,cluster,title,id
16.885267,-24.668104,-2.0257118,58,"Number of school management committee members (or parent-teacher associations, school communities, or similar structure) with improved knowledge on how to develop school improvement plans that explicitly address quality learning and equity issues with UNICEF funding",348
16.729546,-24.491224,-2.2054758,58,Number of School management committees (or parent teacher association or school communities or similar structure) with improved knowledge on how to develop school improvement plans that explicitly address quality learning and equity issues with UNICEF funding.,1716
14.7454,-25.354294,-4.2548294,58,Number of primary school teachers with enhanced knowledge to provide quality learning with support from UNICEF (teachers who received training with funding provided by UNICEF),2993
16.876774,-24.66421,-2.0242505,58,Number of School management committees (or parent teacher association or school communities or similar structure) with improved knowledge on how to develop school improvement plans that explicitly address quality learning and equity issues with UNICEF funding,4712
25.91706,-21.305698,-8.179512,59,"of learners in programme areas supported with solar radios and SD cards to support distance learning disaggregated by districts,  gender",1969
25.904257,-21.287724,-8.171312,59,"of teachers in programme areas supported with solar radios and SD cards to support distance learning disaggregated by districts,  gender",1973
21.879925,-25.333122,-7.6166167,59,Indicator 1.3: Number of teachers & CECs trained on GBV relevant to education programming,4821
21.878534,-25.334013,-7.615679,59,Indicator 1.3: Number of teachers & CECs trained on school based GBV relevant to education programming,4836
-6.5099397,-18.343576,-1.8103638,60,# Of Ecd Caregivers Trained On  Classroom Management And Use Of Improved Ecd Kits,17
-6.7191715,-18.837511,-1.7958858,60,Ecd Caregivers Trained On Classroom Management And Use Of Improved Ecd Kits,45
-8.170068,-16.813438,-6.7208667,60,Output indicator 3.1.1:  Number of vulnerable children (0-5) accessing structured ECD programmes,861
-7.731351,-16.510853,-6.8601627,60,Output indicator 3.1.1 Number of vulnerable children (0-5) accessing structured ECD programmes,888
-7.761268,-17.0079,-6.5619435,60,Output indicator 3.1.1: Number of vulnerable children (0-5) accessing structured ECD programmes,898
-7.3246017,-19.940937,-3.6082678,60,of pre- primary educators trained on father's involvement in ECD,4338
-7.332908,-19.884148,-3.6419046,60,of pre-school educators trained on father's involvement in ECD,4339
-7.63006,-17.08273,-7.380721,60,Output indicator 3.1.1: Number of vulnerable children (0-5) accessing structured ECD programmemes,5358
7.868613,19.627802,13.945873,61,"Number of men, women, boys and girls reached with key messages on GBV including available GBV referral pathways, Disaggregated by age, nationality and gender.",464
7.9298177,19.566372,13.95222,61,"Number of women, men, boys and girls reached with key messages on GBV including available GBV referral pathways, disaggregated by age, nationality and gender",593
10.3433,17.7829,16.102674,61,of GBV cases identified and referred to facilities which provides GBV services (disaggregated by age and sex),1001
11.193301,19.02365,13.51945,61,# of girls and women who received GBV case management services,1116
11.316308,18.652676,13.459075,61,# of girls and women who received GBV case management services.,1190
10.227649,17.72071,16.04574,61,of GBV cases identified and referred to facilities which provides GBV/VAC services (disaggregated by age and sex),2660
-16.796501,23.365614,-14.772723,62,% Of Uasc Children Who Received Follow Up Visits Per Week Per County,123
-16.774433,23.351215,-14.731141,62,Percentage of UASC children who received follow up visits per week (per County).,416
13.125737,1.3387984,-15.457472,63,"Output indicator 2.1.1:  Number of vulnerable adolescents (13-18) enrolled in volunteering activities, coaching and civic engagement/youth led- initiatives",840
14.079592,1.364819,-16.575422,63,"Output indicator 2.1.2: Number of vulnerable adolescents (13-18) completing a volunteering, coaching programme or civic engagement/youth-led initiatives",853
12.324418,1.4789803,-15.615839,63,"Output indicator 2.1.1: Number of vulnerable adolescents (13-18) enrolled in volunteering activities, coaching and civic engagement/youth led- initiatives",882
13.397202,1.373212,-17.222254,63,"Output indicator 2.1.2 Number of vulnerable adolescents (13-18) completing a volunteering, coaching programme or civic engagement/youth-led initiatives",883
12.542016,1.947089,-16.32122,63,"Output indicator 2.1.1:Number of vulnerable adolescents (13-18) enrolled in volunteering activities, coaching and civic engagement/youth led- initiatives",894
13.132891,0.8538982,-16.697447,63,"Output indicator 2.1.2: Number of vulnerable adolescents (13-18) completing a volunteering, coaching programme, or civic engagement/youth-led initiatives",2727
13.118638,2.1895065,-14.884633,63,"Number of vulnerable adolescents (13-18) enrolled in volunteering activities, coaching and civic engagement/youth led- initiatives",2968
14.204283,2.2105212,-15.240384,63,"Number of vulnerable adolescents (13-18) completing a volunteering, coaching programme or civic engagement/youth-led initiatives",2969
13.740806,2.8145895,-20.102922,63,of adolescents and youth(15-24) who volunteer with NGOs and service centres in camps,3126
13.900557,0.6942541,-15.521175,63,"Output indicator 2.1.1:  Number of vulnerable adolescents (13-18) enrolled in volunteering activities, environmental clubs, coaching and civic engagement/youth led- initiatives",3219
13.898828,0.21951997,-16.718128,63,"Output indicator 2.1.2: Number of vulnerable adolescents (13-18) completing a volunteering, coaching programme, environmental clubs or civic engagement/youth-led initiatives",3345
13.728356,2.6606917,-20.114191,63,Number of adolescents and youth(15-24) who volunteer with NGOs and service centers in camps.,3949
13.326017,2.2126567,-16.15902,63,"Output indicator 2.1.1: Number of vulnerable adolescents (13-18) enrolled in volunteering  activities, coaching and civic engagement/youth led- initiatives",5364
12.70634,0.3003381,-15.934156,63,"Output indicator 2.1.1: Number of vulnerable adolescents (13-18) enrolled in volunteering activities, coaching and civic engagement/youth led- initiatives.",5580
11.534936,-18.229109,19.750635,64,•	Number Of Ehts Trained On Water Quality Monitoring,216
6.0076175,-20.390652,22.42329,64,"Number Of People, Disaggregated By Gender, Provided Access To At Least 3.5-5 Litres Of Clean Water Per Day For Drinking Purposes.",218
5.8144846,-20.024776,22.81448,64,"Number Of People, Disaggregated By Gender, Provided Access To At Least 3.5-5 Litres Of Clean Water Per Day For Drinking Purposes",221
11.528569,-18.162554,19.803623,64,Number Of Ehts Trained On Water Quality Monitoring,239
5.9560876,-20.479303,22.346529,64,Number Of People Disaggregated By Gender Provided Access To At Least 3.5-5 Litres Of Clean Water Per Day For Drinking Purposes.,251
7.0529213,-17.573727,22.996016,64,"# of targeted women, men, boys and girls benefitting from safe/improved drinking water meeting demand for domestic purposes, at minimum/agreed standards",1416
5.208107,-19.226988,19.603868,64,% of men and women who report practicing at least three ways of ensuring the amount of 35l/p/d of water is adequate to meet their needs,2452
6.9287605,-17.758587,23.015516,64,"# Of Targeted-Women, Men,  Boys And Girls Benefitting  From Safe/Improved Drinking  Water Meeting Demand For  Domestic Purposes, At  Minimum/Agreed Standards",3232
7.1001954,-17.686333,23.461212,64,"# of women, men, boys and girls benefitting from safe/ improved drinking water, meeting demand for domestic purposes, at minimum/ agreed standards",4355
5.248244,-19.254345,19.637932,64,1.8	 % of men and women who report practicing at least three ways of ensuring the amount of 35l/p/d of water is adequate to meet their needs,5360
18.406376,-0.100395,18.52549,65,of community-trained HP volunteers and currently engaged as mobilizers,748
17.068483,3.8020627,11.037489,65,Number of adolescents acting as change agents for promoting the uptake of life saving behaviours and practices,1241
17.129541,3.7920513,11.16261,65,Number of adolescents mobilized and engaged as change agents for promoting the uptake of life saving behaviours and practices,1243
17.963383,-0.9248268,18.680536,65,of   community based HP volunteers trained and currently engaged as mobilizers,2948
18.92498,-0.66509867,17.97878,65,of community based HP volunteers  trained and currently engaged as mobilizers,3078
18.000383,-0.37876305,17.900993,65,of community -trained HP volunteers and currently engaged as mobilizers,3272
18.298546,-1.2366506,17.957994,65,of community-based HP volunteers trained and currently engaged as mobilizers,3274
18.779367,-0.9615471,18.725592,65,of community based HP volunteers trained and currently engaged as mobilizers,3305
17.188984,3.785477,11.27858,65,Number of adolescents (aged between 09-18 years) mobilized and engaged as change agents for promoting the uptake of life saving behaviours and practices.,4048
15.304846,-4.6361995,-9.375822,66,"Number of inclusive youth initiatives designed, and implementation plans developed that incorporate peacebuilding and conflict sensitivity approaches within COVID context.",3060
15.249385,-4.6189976,-9.284112,66,# of inclusive youth initiatives designed and implementation plans developed that incorporate peacebuilding and conflict sensitivity approaches within COVID context,4919
18.712246,-5.9478602,-10.440782,66,"of Ministry of Youth (MoY) youth centre (YC) trainers receiving trainings on Life skills and sports for peace activities, and transferrable skills   (Maharati Transition)",5243
18.711525,-5.945812,-10.443862,66,"of Ministry of youth (MoY) youth centres (YC) trainers who report an increased levels of knowledge on Life skills and sports for peace activities, and transferrable skills (Maharati Transition)",5265
18.383379,-13.439983,-3.4181917,67,% of facilitators completed the programme,1738
18.414066,-13.4648075,-3.4472775,67,% of facilitators who completed the entire programme,1890
-3.7393787,-21.505932,10.379099,68,Number of staff trained on Emergency Preparedness and Response Plan (EPRP)/ Child-Centered. Disaster Risk Reduction (CCDRR),974
-4.1188464,-21.659943,9.735165,68,No. of staff trained on Emergency preparedness and response Plan (EPRP) and Child Centered Disaster Risk Reduction (CCDRR),2221
-4.2144403,-21.149303,10.642397,68,Number of staff trained on Emergency preparedness and response Plan (EPRP) and Child Centered Disaster Risk Reduction (CCDRR),2224
-4.3984723,-22.278233,10.786352,68,Number of staff and teachers trained on Emergency preparedness and response Plan (EPRP) and Child Centred Disaster Risk Reduction (CCDRR),2246
-4.9293447,-22.144047,10.745242,68,Number of staffs and teachers trained on Emergency preparedness and response Plan (EPRP) and Child Centred Disaster Risk Reduction (CCDRR),2707
-5.7075386,-21.010517,10.035077,68,of project staffs and teachers trained on Emergency preparedness and response Plan (EPRP) and Child Centered Disaster Risk Reduction (CCDRR).,3176
-4.875979,-20.771328,9.906222,68,of staff trained on Emergency preparedness and response Plan (EPRP) and Child Centered Disaster Risk Reduction (CCDRR),3321
-5.593908,-18.234716,12.486488,68,"of children, youth, adolescents and women living in disaster prone areas with access to healthcare services benefitting from improved capacities of health professionals to address their specific DRR and preparedness needs",3444
-5.623734,-18.241,12.504796,68,"# number of children, youth, adolescents and women living in disaster prone areas  with access to healthcare services benefiting from improved capacities of health professionals to address their specific DRR and preparedness needs",4865
-10.452609,12.76398,17.814306,69,# of children who are vaccinated with Penta 3,1296
-10.237841,13.137506,18.808704,69,# of children aged under 1 immunized with Penta 3,1565
-10.914226,13.188061,18.314892,69,# of children under 1 who are vaccinated with Penta 3,1602
-13.805042,12.208065,20.25192,69,"children under 1 year who received Pentavalent 3 vaccines (Boys: 447, Girls:429)",4575
-12.360469,10.142631,20.976881,69,"children under 1 year who received Polio3 vaccines (Boys: 429, Girls: 447)",4576
-11.240919,17.925144,22.583895,69,Indicator 2.2  Number of infants under 1  received BCG vaccine at birth (#boys: # girls).,4681
-9.452196,16.118523,17.491789,69,Indicator 2.3 Number of infants received Penta 3 (#boys: # girls),4682
-11.24092,17.925144,22.583895,69,Indicator 2.2 Number of infants under 1 received BCG vaccine at birth (#boys: # girls).,4685
-10.97681,17.718172,22.769709,69,Indicator 2.2. Number of infants under 1 received BCG vaccine at birth. (#boys: # girls).,4697
-9.470905,16.323486,17.599178,69,Indicator 2.3. Number of infants under 1  received Penta 3 (#boys: # girls).,4698
-12.367692,10.188173,20.965897,69,"of children under 1 year who received Polio3 vaccines (Boys: 1,625, Girls: 1,986).",4704
-12.959136,12.242781,20.61067,69,"children under 1 year who received Pentavalent 3 vaccines (Boys:1,625, Girls: 1,986).",4705
-12.181943,12.063651,19.641104,69,"1.4 	children under 1 year  received Pentavalent 3 vaccines (Boys:802 , Girls:981).",5476
-12.42035,12.719098,20.105074,69,"1.4 children under 1 year received Pentavalent 3 vaccines (Boys:500 , Girls:500)",5489
-13.049336,12.500119,18.424244,69,1.4 of children under 1 year received Pentavalent 3 vaccines,5492
-13.065218,11.772813,19.520287,69,"1.4 of children under 1 year received Pentavalent 3 vaccines (Boys:490 , girls 530)",5498
-13.943411,11.752748,19.28773,69,"1.4 of  children under 1 year received Pentavalent 3 vaccines (Boys:1390 , Girls:1472”).",5502
-13.049336,12.500119,18.424244,69,1.4  of children under 1 year received Pentavalent 3 vaccines,5504
-13.91347,12.970913,19.142872,69,1.4: of  children under 1 year received Pentavalent 3 vaccines,5506
-13.338244,13.311056,19.181736,69,1.3: of children under 1 year received Pentavalent 3 vaccines,5544
-9.761943,12.462249,18.392061,69,Number of children immunized for Penta 3,5694
2.1064882,21.525648,-16.418732,70,"# of juveniles (girls, boys) in conflict with the law receiving legal assistance including legal representation and advise.",1265
2.0900402,21.439924,-16.371523,70,"# of juveniles (girls, boys) in conflict with the law receiving legal assistance including legal representation",3393
-1.4522225,27.477983,-12.124532,70,# of cases who received legal aid and legal representation services provided by LCM lawyers,3686
-1.4916219,27.558493,-12.146486,70,# of clients who received legal aid and legal representation services provided by LCM lawyers,4777
10.899095,-7.418725,10.452841,71,of  male and female  staff and volunteer  received  training on PSEA,2954
10.810041,-8.070943,10.484685,71,of male and female staff received training on PSEA,3087
10.749594,-6.7684,9.034111,71,of male and female volunteer received training on PSEA Volunteer.,3088
10.899859,-7.4193635,10.451647,71,of male and female staff and volunteer received training on PSEA,3199
10.672795,-7.01369,9.47783,71,of male and female volunteer received training on PSEA,3307
9.930061,-5.6752763,14.218532,71,Indicator 4.1 Number of frontline health workers trained on PSEA community awareness and feedback mechanism,3808
10.157916,-6.1383224,13.757496,71,Number of frontline health workers trained on PSEA community awareness and feedback mechanism.,4516
10.296985,-5.584922,14.048104,71,Indicator 5.1 Number of frontline health workers trained on PSEA community awareness and feedback mechanism,4693
9.881654,-5.4340816,13.875526,71,Indicator 4.1:Number of frontline health workers trained on PSEA community awareness and feedback mechanism,4703
-7.63914,26.499823,5.8559895,72,# of pregnant women who had at least 1 ANC visit,1297
-7.7214236,26.467554,5.0887766,72,# of pregnant women who had at least 4 ANC visits,1298
-7.250935,26.904837,5.087534,72,# of pregnant women who had at least( 4 ANC visits,1304
-11.7734375,24.85408,5.3411884,72,#  of lactating mothers and newborns reached through PNC after 72 hours.,1600
-8.270172,26.907063,5.657516,72,# of pregnantwomen who had at least 1 ANC visit,1627
-8.099547,27.196419,5.0591726,72,# of pregnantwomen who had at least 4 ANC visits,1628
-11.777415,24.868845,5.3388977,72,#  of lactatingmothers  and newborns reached through PNC after 72 hours.,1629
-5.451267,-19.75241,-17.160294,73,Number Of Out Of School Children Accessing Formal Or Non-Formal Education With Direct Support From Unicef,132
-5.9508476,-19.600473,-17.854834,73,Number of out-of-school children accessing formal or non-formal education with direct support from UNICEF,343
-4.767655,-19.673868,-17.886698,73,Number of out of school children accessing formal or non-formal education with direct support from UNICEF/ Prospect partners,1715
-5.451267,-19.75241,-17.160294,73,Number of out of school children accessing formal or non-formal education with direct support from UNICEF,2937
-5.4008975,-20.51875,-17.500391,73,Number of out of school children accessing formal or non-formal education with direct support from UNICEF (Primary),2991
-5.9668417,-20.368387,-18.080387,73,Number of out of school children accessing formal or non-formal education with direct support from UNICEF (Primary).,4753
-16.04696,0.44515204,9.041113,74,# Of Community Volunteers And Community Health Workers  Trained On Community C-Imci,142
-16.1351,0.42096248,9.033018,74,# Of Community Volunteers  And Community Health Workers (M/F)  Trained On Community C-Imci,293
8.304738,17.72921,11.271976,75,"20,000 children and women accessing GBV risk mitigation, prevention or response interventions  (M/F)",503
8.291726,17.643536,11.597208,75,"Number of children and women accessing GBV risk mitigation, prevention or response interventions  (M/F)",505
6.228491,15.921359,13.093849,75,"# of boys, girls, men and women attended awareness sessions on GBV, prevention and response.",1113
6.715643,15.628163,13.269494,75,"# of girls, boys, women and men who participated in awareness raising sessions on GBV prevention or response",1120
7.205717,15.432807,12.432227,75,"# of women, men, boys and girls reached with awareness raising and community outreach activities on GBV prevention or response.",1216
5.130456,12.920299,13.317817,75,"of girls, boys, women and men who participated in awareness raising sessions on GBV prevention or response including COVID-19 pandemic associated risks",1861
6.3320565,14.374787,12.889834,75,"of girls, boys, women and men reached with awareness raising and community outreach activities on GBV prevention response and PSEA",3514
7.738163,17.197435,12.218363,75,"Number Women, girls and boys accessing GBV risk mitigation, prevention or response interventions",4060
5.2016344,13.037945,13.395371,75,"of girls, boys, women, and men who participated in awareness raising sessions on GBV prevention or response, PSEA, COVID-19 pandemic associated risks",4535
8.004327,17.197206,12.773736,75,"# of women, girls and boys accessing GBV risk mitigation, prevention or response interventions through referrals to service providers",5003
7.0965796,14.599084,12.904286,75,# of women/ girls/ men/ boys reached with awareness raising and community outreach activities on GBV prevention or response and PSEA,5615
7.411584,17.891678,12.596651,75,"GBV: # of women, girls, and boys GBV risk mitigation, prevention or response interventions",5710
11.44182,-10.91889,30.730389,76,Number of population in humanitarian situations accessing appropriate sanitation facilities and living in environments free of open defecation,1033
11.411094,-11.463248,30.981897,76,Number of targeted population in humanitarian situations accessing appropriate sanitation facilities and living in environments free of open defecation,2200
11.707471,-10.223485,30.839111,76,'Number of people in humanitarian situations with access to basic sanitation services and living in environments free of open defecation,2613
11.097531,-12.353928,36.546154,76,"of beneficiaries receiving water, services, O&M of water system and water quality monitoring in IDP camps",3041
11.539181,-10.95293,36.41753,76,"of beneficiaries receiving sanitation, services, O&M of sanitation facilities and solid waste management in IDP camps",3042
10.898614,-12.395011,36.46893,76,"# of beneficiaries receiving water, services, O&M of water system and water quality monitoring in IDP camps",4461
11.067644,-11.002291,36.088753,76,"# of beneficiaries  receiving sanitation, services, O&M of sanitation facilities and solid waste management in IDP camps",4462
11.895136,-11.053983,30.885252,76,Number  of population in humanitarian situations accessing appropriate sanitation facilities and living in environments free of open defecation (NEW),4711
11.539113,-10.952866,36.417557,76,"of beneficiaries  receiving sanitation, services, O&M of sanitation facilities and solid waste management in IDP camps",5658
9.847891,-6.9842415,-13.439835,78,Number of adolescent boys and girls participating in life skills sessions,806
9.068208,-7.265681,-13.837344,78,Number of boys and girls (10-14) participating in life skills sessions,2300
9.219298,-7.318813,-13.603383,78,Number of boys and girls (15-18) participating in life skills sessions,2301
7.1268177,-5.9977155,-15.394094,78,"of children participating on life skills activities including MHM, gender and VAC discussions",2338
7.117389,-5.986123,-15.420253,78,"of children participating on life skills activities including MHM, gender and VAC discussions.",2612
12.425775,22.828402,-2.4521167,80,3.2 Number of senior staff trained on prevention of sexual exploitation and abuse (PSEA),3641
12.473849,22.662098,-2.2531989,80,Number of senior staff trained on prevention of sexual exploitation and abuse (PSEA).,4103
11.494779,24.40845,-2.310013,80,3.4: Number of senior staff trained on prevention of sexual exploitation and abuse,5210
11.945068,24.081047,-1.7176195,80,3.4 Number of senior staff trained on prevention of sexual exploitation and abuse,5220
11.945068,24.081047,-1.7176195,80,3.4	Number of senior staff trained on prevention of sexual exploitation and abuse,5227
12.302781,24.277807,-2.4428844,80,3.3 Number of senior staff trained on prevention of sexual exploitation and abuse,5234
11.148632,23.75271,-2.461135,80,6.1.4: Number of senior staff trained on prevention of sexual exploitation and abuse,5551
3.061867,3.6106784,26.015186,81,Number of people reached with critical WASH supplies (including hygiene items and services),915
2.8006868,3.569205,25.536436,81,Number of people reached with critical WASH supplies (including hygiene items) and services,1376
2.3569589,4.1764946,25.959679,81,# Number of people reached with critical WASH supplies (including hygiene items) and services,1418
0.824699,5.7237525,25.075727,81,# Number of people reached with critical WASH supplies  (including hygiene items) and services (COVID-19 indicators).,3062
0.8951165,4.6809826,24.588394,81,Number of people reached with critical WASH supplies (including hygiene items) and services (COVID-19 indicator),3271
0.49095768,5.336015,24.423576,81,Number of people reached with critical WASH supplies  (including hygiene items) and services (COVID-19 indicators).,3354
3.249083,4.0847387,25.503302,81,# of people reached with critical WASH supplies (including hygiene items) and services,3502
0.5778502,4.7570424,24.755728,81,Number of people reached with critical WASH supplies (including hygiene items) and services (COVID-19 indicators),3921
2.2405806,3.3700125,27.816864,81,people reached with critical WASH supplies (including IEC and hygiene items),5384
2.2855413,3.3488896,27.693207,81,of people reached with critical WASH supplies (including IEC and hygiene items),5389
-12.363527,4.7745385,-26.71755,82,# of women and men caregivers participating in parent’s programs includes PSEA session,1263
-12.080438,5.017357,-26.797518,82,# of women and men caregivers participating in parent’s programs (PSEA),3670
2.9044282,-32.503094,-12.556451,84,% of learning spaces equipped with teaching & classroom materials,3479
2.9090443,-32.49818,-12.5852165,84,SAREPUL % of learning spaces equipped with teaching & classroom materials,3570
16.666544,-20.754875,12.212935,85,•	Number Of Vpms Trained And Equipped,211
16.736124,-20.985594,11.741723,85,Number Of Vpms Trained And Equipped,288
16.663456,-21.116787,11.790726,85,Number Of Vpms Trained And Equiped,289
-2.009905,2.1300802,-14.741428,86,Number of girls and boys participating in structured and sustained psychosocial support group activities.,480
-2.0855002,2.103015,-14.767886,86,Number of girls and boys participating in structured and sustained psychosocial support group activities,561
-10.421879,-3.7712412,22.553173,87,"2.1  people reached with life-saving health messages (Male:9401 , Female:10,629  Girls:2,123, Boys:1032).",5479
-8.755111,-3.6912374,21.9762,87,2.1 people reached with life-saving health messages,5494
-10.315489,-4.1717362,21.989475,87,"2.1 of people reached with life-saving health messages ( Male 14,896:Female: 15904 (girls -3876, boys 3724).",5501
-10.066816,-4.5278783,22.579401,87,"2.1 of people reached with life-saving health messages (Male:13,800, Female:22,000 Girls:5,400, Boys:3,800).",5503
-8.5165825,-3.6446161,21.395355,87,2.1: of people reached with life-saving health messages,5510
-8.581705,-4.1971917,21.610413,87,2.1 of people reached with key life-saving health messages,5554
-27.71363,20.865274,6.8092313,88,Number And Proportion Of Boys And Girls Aged 6 59 Months With Severe Acute Malnutrition Without Complications Admitted For Treatment.,27
-27.445227,21.068937,7.0905695,88,Number And Proportion Of Boys And Girls Aged 6-59 Months With Severe Acute Malnutrition With Complications Admitted In The Stabilization Centre,28
-27.947561,21.494583,4.729499,88,"# Of Children 6-59 Months Affected By Severe Acute Malnutrition Admitted To Treatment (Hpm: N4-2,)",134
-28.30654,21.731043,5.548997,88,Number Of Children 6-59 Months Affected By Severe Acute Malnutrition Admitted To Treatment (Hpm: N4-2),135
-28.932602,20.735981,5.8255706,88,Number of children 6-59 months affected by Severe Acute Malnutrition admitted into treatment,342
-24.561121,23.097439,6.4050903,88,Number of boys and girls aged 0-6 months at risk of malnutirtion and newly admitted for treatment in CMAM-I,690
-24.4733,22.741138,6.426737,88,Number of boys and girls aged 0-6 months at risk of malnutrition and newly admitted for treatment in CMAM-I,744
-29.139921,20.246542,5.220217,88,Number of children 6-59 months admitted for treatment of severe acute malnutrition,1486
-27.766485,20.90308,5.040953,88,"# of children 6-59 months affected by Severe Acute Malnutrition admitted for treatment (HPM: N4-2,)",1728
-26.671162,23.11384,6.695348,88,Number of girls and boys (6-59 months) affected by severe acute malnutrition admitted into CMAM treatment centers,1878
-27.79376,21.419495,5.566932,88,"Number of children 6-59 months affected by Severe Acute Malnutrition admitted to treatment (HPM: N4-2,)",2032
-28.846548,20.124678,4.358341,88,No of children aged 6-59 months with severe acute malnutrition who admitted for treatment,2809
-26.306038,22.688904,6.1000605,88,Number of girls and boys (6-59 months) affected by severe acute malnutrition admitted into CMAM treatment centres,3747
-25.985466,23.467106,6.8888025,88,# of girls and boys (6-59 months) affected by severe acute malnutrition admitted into CMAM treatment centers,3920
-25.622803,23.110613,5.874453,88,Number of girls and boys (6-59 months) affected by severe malnutrition admitted into CMAM treatment centres,4182
-25.851608,23.004976,7.842247,88,-	# of children U5 girls and boys (6-59 months) affected by severe acute malnutrition admitted into CMAM treatment centers,4667
-25.938953,22.472998,6.7782593,88,#  Of girls and boys (6-59 months) affected by severe acute malnutrition admitted into CMAM treatment centres,5189
21.018194,-4.833462,-21.255598,89,of adolescents and youth engaged in informal sector and or started a small business six months completion of vocational skills programme.,3125
20.90094,-4.7859693,-21.336418,89,Number of adolescents and youth engaged in informal sector and or started a small business six months completion of vocational skills programme.,3948
19.36749,-6.245328,-23.985023,89,of adolescents and young people (ages 16-24) engaged in internship positions via Kosovo GenU platform.,4129
19.310751,-6.2822366,-23.876905,89,Number of adolescents and young people (16-24) engaged in internship positions via Kosovo Generation Unlimited (30 female),4572
20.802593,-4.7599325,-21.348299,89,Percentage of adolescents and youth engaged in informal sector  and or started a small business after six months from completion of vocational skills programme.,4629
-9.3103895,23.32314,-9.575077,90,Percentage of children and caregivers reporting case management successfully met their needs,498
-9.293626,23.256683,-9.580713,90,Percentage of children and caregivers reporting case management services successfully met their needs,566
-4.838198,28.115587,-7.7277193,90,Number of followed up cases   by the Para Case Workers,2323
-4.8381915,28.115582,-7.727716,90,Number of followed up cases by the Para Case Workers,4902
-4.7323685,28.37431,-7.818787,90,1.10 Number of followed up cases by the Para Case Workers,4915
-4.123275,32.316128,13.946551,91,Number of children 24-59 months of age reached with deworming tablet,688
-3.4948263,31.660103,15.59845,91,Number of children aged 24-59 months who are dewormed,1132
-4.8281355,31.90489,14.1166115,91,Number of children aged 24-59 months reached with deworming tablets,2231
-4.8281355,31.90489,14.1166115,91,Number of children aged 24- 59 months reached with deworming tablets,2238
-3.0661788,32.047646,15.465987,91,Number of children 24-59 months old who received deworming,4728
-4.3869343,32.171703,15.960258,91,The numbers of children aged 24-59 months received deworming every 6 months,5116
-4.697459,32.79235,15.934071,91,of children aged 24-59 months received deworming every 6 months,5679
7.83558,-4.1563306,-10.082119,92,of boys and girls (aged 9-18) who completed resilience program and % who showed progress in social skills after engaging in a full cycle of resilience programs,1219
7.8037467,-4.0577908,-10.1916485,92,# of boys and girls (aged 9-17) who completed resilience program and % who showed progress in social skills after engaging in a full cycle of resilience programs.,2872
-28.009666,12.0397625,-5.5230365,93,Number of children under 5 accessing IMCI services,1616
-27.670656,12.15359,-5.7566853,93,'Number of children under 5 accessing IMCI services,3922
-27.498972,11.476369,-5.147436,93,# of Children <5 years accessing IMCI services.,4181
-27.365166,13.165082,-5.0621314,93,#  Number of girls and boys  under 5  who received  IMCI services,4600
-27.369833,13.07256,-4.9199414,93,Number of girls and boys under 5 who received IMCI services,4863
10.788428,-25.860218,-3.0356033,94,"Number of teachers trained in teaching methodologies and other technical areas (PSS, DRR, EdTech etc.)",2218
10.809231,-25.75233,-3.1374118,94,"Number of teachers trained in teaching methodologies and other technical areas (PSS, DRR, EdTech, curriculum content etc.)",2223
10.267227,-26.71555,-4.5813007,94,"of teachers trained in teaching methodologies and other technical areas (PSS, DRR, EdTech etc.)",3184
10.427533,-26.41428,-4.867783,94,"of teachers trained in effective teaching methodologies and other technical areas (PSS, DRR, EdTech, curriculum content etc.)",3726
8.213733,-26.80504,-8.092524,94,of teachers and parents trained through the information sessions,4253
8.163975,-26.851437,-8.125632,94,of teachers and parents trained through the information sessions (Parents),4255
1.2130505,-21.847471,25.290735,95,"of people (disaggregated by gender, disability & age) improving their access to water through rehabilitation of protected water sources which are now functional",648
0.8805125,-21.416628,25.228668,95,"Number of people (disaggregated by gender, disability & age) improving their access to water through rehabilitation of protected water sources which are now functional",934
0.85364085,-21.275251,25.236202,95,"Number of people (disaggregated by sex, disability and age) improving their access to water through rehabilitation of protected water sources",2205
4.6525025,-22.165627,25.556957,95,of people with access to basic water from the newly constructed/rehabilitated water supply systems,5745
4.6106277,-22.298788,25.412678,95,of people with access to basic water from the newly constructed/rehabilitated water supply systems.,5819
1.6054648,0.2875457,-36.169304,96,# of refugee youth enrolled in English language classes,2845
1.5835452,0.30541337,-36.1362,96,# of refugee youth who completed English language classes,2846
3.0002973,-2.547061,-35.1052,96,of children with migration background who are enrolled on the Italian Akelius language course during the academic year,3905
3.014221,-2.5413651,-35.10924,96,children with migration background who are enrolled on the Italian Akelius language course during summer classes,3906
-17.537104,27.036634,12.21286,97,Number of children aged 6-59 months who received full supplementation of multi-micronutrient powders (sprinkles),1133
-17.210815,26.896416,12.810581,97,Number of children aged 6-59 months who received first time supplementation of multi-micronutrient powders (sprinkles),1138
-17.733257,26.765427,13.157187,97,3.5 Number of children aged 6-59 months who received first time supplementation of multi-micronutrient powders (sprinkles),1932
-18.087626,26.962809,12.561354,97,3.6 Number of children aged 6-59 months who received full supplementation of multi-micronutrient powders (sprinkles),1933
-17.282768,25.389336,11.277853,97,No of children aged 6-59 months who receive Multiple Micronutrient powder,2807
-16.718605,25.40575,11.675617,97,# of children 6-59 months who receive multiple micronutrient powder supplementation,3420
-17.047653,25.23972,12.374758,97,Number of children 6-59 months old who received micronutrient powder supplementation,4730
-17.778542,25.324305,11.903706,97,Number of children 6-23 months supplemented with micronutrient powders,4767
