x,y,cluster,title,id
20.678272,48.13429,62,Number of vulnerable children and adolescents who completed the Cultural Heritage Outreach programme,1427
20.710913,48.122963,62,Vulnerable children and adolescents enrolled in the Cultural Heritage Outreach programme,2591
23.714289,47.802547,62,vulnerable adolescents and youth enrolled in the jewelry programme,2592
20.698736,48.12773,62,vulnerable children and adolescents who completed the Cultural Heritage Outreach programme,2598
22.580637,42.748215,62,"Output indicator 2.1.5: Number of vulnerable children, adolescents and youth volunteering within Makani centre",2878
25.173027,45.134167,62,Number of vulnerable adolescents and youth (13-24 years old) enrolled in English courses in Makani centers,2963
23.19323,41.89442,62,Output indicator 2.1.3: Number of vulnerable adolescents and youth volunteering within Makani center through Nahno platform,5365
23.201954,41.888355,62,Output indicator 2.17: Number of vulnerable adolescents and youth volunteering within Makani center through Nahno platform,5583
22.953379,42.241077,62,"Output indicator 2.1.7: Number of vulnerable children, adolescents and youth volunteering within Makani center through Nahno platoform",5592
24.523312,-66.006516,63,of people with access to functional latrines,750
24.450214,-65.76223,63,Number of people with access to functional latrines,959
28.478378,-63.72486,63,"of people  disaggregated by sex, age and disability in camps who have access to functional and improved latrine facilities",2950
28.45692,-63.707645,63,"of people disaggregated by sex, age and disability in camps who have access to functional and improved latrine facilities.",3081
28.478388,-63.724632,63,"of people disaggregated by sex, age and disability in camps who have access to functional and improved latrine facilities",3198
24.916582,-61.192123,63,# gender-segregated and disability inclusive latrines rehabilitated,3485
24.943752,-61.21717,63,# gender-sensitive and disability inclusive latrines rehabilitated,3508
23.427519,-63.337887,63,# people accessing appropriately designed and managed latrines,4193
23.423048,-63.304012,63,# people accessing appropriately designed and safely managed latrines,5000
49.55552,6.0008984,64,Percentage of trained SMS and community members with improved knowledge on the importance and the right to education for all children,2886
53.6178,8.5868635,64,"of teachers, staff and volunteers trained to support inclusive education",3178
49.562225,5.9951706,64,% of trained SMS/CECs and community members with improved knowledge on the importance and the right to education for all children,3303
53.555508,8.47362,64,"of teachers, staff and volunteers oriented/trained to support inclusive education",3731
69.71659,22.949717,66,% of learning spaces equipped with teaching & classroom materials,3479
69.73532,22.97596,66,SAREPUL % of learning spaces equipped with teaching & classroom materials,3570
-17.788357,-26.597445,68,# of individuals screened by Cesvi   Vulnerability Assessment,449
-17.789408,-26.596699,68,Number of individuals screened by CESVI vulnerability assessment,553
-24.21096,-7.1481814,69,# of children and adults with access to safe channels to report sexual exploitation and abuse,3788
-24.238749,-6.8512797,69,Number of People with access to safe channels to report sexual exploitation and abuse,3868
-24.238733,-6.8512797,69,Number of people with access to safe channels to report sexual exploitation and abuse,4003
-27.9668,-1.0440767,69,Number of Tamer staff trained on case management supervision,4672
-27.957727,-1.0474751,69,3.6 Number of tamer staff trained on case management supervision,4674
-24.178448,-6.7920246,69,Number People with access to safe channels to report sexual exploitation and abuse,5099
-43.09667,-53.710308,70,"of people from Roma, Ashkali and Egyptian communities registered for vaccination by outreach worker during door- to-door campaign on COVID-19 vaccination",4344
-43.348248,-54.61005,70,"of people from Roma, Ashkali and Egyptian communities vaccinated with COVID-19 vaccine through vaccination mobile teams in the community",4346
-43.384476,-54.675877,70,"of people from Roma, Ashkali and Egyptian communities vaccinated with COVID-19 vaccine through mobile teams in the community (female)",4347
-44.036846,-50.57416,70,"of Roma, Ashkali and  Egyptian parents and  caregivers participating  in workshop on health  education (total)",4385
-44.039536,-50.564865,70,"of Roma, Ashkali and  Egyptian parents and  caregivers participating  in workshop on health  education (female)",4386
-42.833794,-53.386543,70,"of people from Roma,  Ashkali and Egyptian  communities reached  through door-to-door  campaign for awareness  raising on COVID-19  vaccination and support  for registration (total)",4407
-42.844864,-53.376053,70,"of people from Roma,  Ashkali and Egyptian  communities reached  through door-to-door  campaign for awareness  raising on COVID-19  vaccination and support  for registration (female)",4408
-43.198784,-54.632824,70,"of people from Roma,  Ashkali and Egyptian  communities vaccinated  with COVID-19 through  mobile teams in the  community (total)",4409
-43.23327,-54.636368,70,"of people from Roma,  Ashkali and Egyptian  communities vaccinated  with COVID-19 through  mobile teams in the  community (female)",4410
75.543564,38.379997,72,Percentage of children demonstrating level/grade appropriate learning competencies,2217
75.702576,38.157665,72,Percentage of level/grade 2 children demonstrating level/grade appropriate learning competencies,2241
74.74944,37.351604,72,of children demonstrating grade appropriate learning competencies,3173
74.82369,37.27324,72,of children demonstrating level/grade appropriate learning competencies,3183
75.20167,42.621784,72,% of students successfully transitioned to appropriate grades in the hub-schools',3474
75.21388,42.64413,72,% of students successfully transitioned to appropriate grades in the hub-schools,3506
75.20499,42.63959,72,% of students' successfully transitioned to appropriate grades in the hub-schools',3583
-53.940376,9.939015,73,# of girls & boys U5 and females & males > 5 who had access to curative first OPD consultations in targeted crisis-affected areas,1608
-53.989254,9.999109,73,# of girls & boys U5 and females & males > 5 who had access to curative revisit OPD consultations in targeted crisis-affected areas,1609
-54.048584,9.868736,73,Indicator 3.1.1 Number of girls & boys U5 and females & males > 5 who had access to curative first OPD consultations in targeted crisis-affected areas,3796
-54.013416,9.891892,73,Number of girls & boys U5 and females & males > 5 who had access to curative first OPD consultations in targeted crisis-affected areas,4515
-54.3187,9.980036,73,of girls and boys U5 and femals and males >5 who had access to curative revisit OPD consultations in targeted crisis affected areas,4818
-49.78514,9.726483,73,1.1 of people received 1st outpatient consultation.,5490
-49.788986,9.739032,73,1.1:  of people received 1st outpatient consultation.,5539
-35.83281,18.711828,74,"# of boys, girls and women refered to special services",1282
-35.86148,18.773602,74,"# of boys, girls and women referred to special services.",3386
36.359303,-76.80702,75,Number of population in humanitarian situations who access and use safe drinking water,1035
37.024105,-73.39329,75,Number of people provided with access to safe water through the provision of emergency water kits,2124
36.993805,-73.38583,75,# of people provided with access to safe water through the provision of emergency water kits,4999
36.407696,-76.823326,75,Number of targeted population in humanitarian situations who access and use safe drinking water,5293
36.445763,-76.982895,75,Number of programme targeted population in humanitarian situations who access and use safe drinking water,5556
-76.082794,-26.222496,77,Percentage of acutely malnourished children referred by volunteers and active screening teams who are admitted in OTP/SFP (Supplementary Feeding Program),1485
-76.09136,-26.225058,77,1.4 Percentage of acutely malnourished children referred by volunteers and active screening teams who are admitted in OTP/SFP (Supplementary Feeding Program),1489
-72.27155,-24.154493,77,of Bi-annual multi-sectoral nutrition profile generated at the district level,2799
-72.27155,-24.154493,77,of bi-annual multi-sectoral nutrition profile generated at the district level,2811
-72.280716,-24.141481,77,Bi-annual multi-sectoral nutrition profile generated at the district level,2815
50.430656,39.379066,78,Number Of Out Of School Children Accessing Formal Or Non-Formal Education With Direct Support From Unicef,132
50.28367,39.493668,78,Number of out-of-school children accessing formal or non-formal education with direct support from UNICEF,343
50.66973,39.66623,78,Number of out of school children accessing formal or non-formal education with direct support from UNICEF/ Prospect partners,1715
50.430656,39.379066,78,Number of out of school children accessing formal or non-formal education with direct support from UNICEF,2937
50.26691,39.402138,78,Number of out of school children accessing formal or non-formal education with direct support from UNICEF (Primary),2991
49.94953,39.581482,78,Number of out of school children accessing formal or non-formal education with direct support from UNICEF (Primary).,4753
0.5499556,64.21774,79,"Of Children, Adolescents, Caregivers And Leaders Participating In Program Activities Who Promote Positive Practices",187
0.54995227,64.21813,79,"of children, adolescents, caregivers and leaders participating in program activities who promote positive practices",403
0.4248625,64.20561,79,"of children, adolescents, caregivers and leaders participating in program activities who promote positive practices.",1470
1.1249543,63.72478,79,"Of 6381 (F. 3396, M. 2985) children, adolescents, caregivers and leaders, participating in programme activities who promote positive practices",1519
0.54995143,64.218414,79,"Of children, adolescents, caregivers and leaders participating in program activities who promote positive practices",1654
1.0378927,63.97888,79,"of children, adolescents, caregivers and leaders participating in programme activities who promote positive practices",4970
8.849608,40.605667,80,# of  boys and girls who participated in recreational activities.,1099
8.828225,40.684105,80,# of girls and boys participated in recreational activities,4143
40.225876,4.9363055,81,# Of Ecd Caregivers Trained On  Classroom Management And Use Of Improved Ecd Kits,17
40.226357,5.064573,81,Ecd Caregivers Trained On Classroom Management And Use Of Improved Ecd Kits,45
37.107246,9.211113,81,Output indicator 3.1.1:  Number of vulnerable children (0-5) accessing structured ECD programmes,861
37.104572,9.231446,81,Output indicator 3.1.1 Number of vulnerable children (0-5) accessing structured ECD programmes,888
37.10722,9.211121,81,Output indicator 3.1.1: Number of vulnerable children (0-5) accessing structured ECD programmes,898
40.05626,6.8748693,81,of pre- primary educators trained on father's involvement in ECD,4338
40.06641,6.871464,81,of pre-school educators trained on father's involvement in ECD,4339
37.109585,9.448937,81,Output indicator 3.1.1: Number of vulnerable children (0-5) accessing structured ECD programmemes,5358
-58.99851,-10.277362,84,No of primary caregivers of children aged 0-23 months who received IYCF counselling through facilities and community platforms,2808
-58.88683,-9.620834,84,Number of caregivers of children 0-23 months reached with IYCF counselling.,3590
-59.978928,-13.23682,84,2.1.1 - Number of health and nutrition workers trained to provide Infant and Young Child Counselling (IYCF) counselling services as per national standards,3617
-59.900936,-13.184231,84,Number of health and nutrition workers trained to provide Infant and Young Child Counselling (IYCF) counselling services as per national standards.,4106
-59.263344,-9.698112,84,Number of primary caregivers of children aged 0-23 months who received IYCF counselling.,4107
-60.009075,-13.206119,84,1.1 Number of health and nutrition workers trained to provide Infant and Young Child Counselling (IYCF) counselling services as per national standards,4139
-60.07216,-13.1883545,84,1.1: Number of health and nutrition workers trained to provide Infant and Young Child Counselling (IYCF) counselling services as per national standards,5207
-59.238052,-9.924215,84,1.3 - Number of primary caregivers of children aged 0-23 months who received IYCF counselling,5208
-60.009068,-13.241147,84,1.1 - Number of health and nutrition workers trained to provide Infant and Young Child Counselling (IYCF) counselling services as per national standards,5211
-59.219597,-9.576456,84,1.3  Number of primary caregivers of children aged 0-23 months who received IYCF counseling,5217
-60.009075,-13.206119,84,1.1	Number of health and nutrition workers trained to provide Infant and Young Child Counselling (IYCF) counselling services as per national standards,5221
-59.247486,-9.844897,84,1.3	Number of primary caregivers of children aged 0-23 months who received IYCF counselling,5222
-59.238434,-9.936475,84,2.1.3 - Number of primary caregivers of children aged 0-23 months who received IYCF counselling,5736
-38.067932,-8.631224,85,of visits made by Care Group Volunteer to SUN households in a month,2750
-36.29345,-8.5092125,85,of SUN vulnerable households referred to social protection programmes,2769
-36.30089,-8.511294,85,of SUN vulnerable households referred to social protection services,2793
-38.080982,-8.632595,85,of visits made by Care Group Volunteer to SUN households in a month (to be defined),2818
-30.440866,27.28812,86,Vulnerable girls and boys provided with individual (and group -if possible) counselling services disaggregated by sex;,2060
-30.614792,27.17429,86,1.4 # vulnerable girls and boys provided with individual (and group -if possible) counselling services disaggregated by sex,4658
-17.933971,73.54594,88,# of mothers and fathers/ caregivers and adolescents (girls and boys) who their knowledge improved and at least remember 6 out of the Eight Family practices including information about FGMC/ CM,3044
-17.952005,73.547165,88,# of mothers and fathers/ caregivers and adolescents (girls and boys) who have improved knowledge and at least remember 6 out of the 8 family practices including information about FGMC/ CM.,3923
62.94768,25.595772,89,"Children And Teachers Who Received Essential Teaching And Learning Materials, Including Textbooks And Other Supplementary Reading Materials In Mother Tongue And English",39
63.066246,25.660221,89,"Children Who Received Essential Teaching And Learning Materials, Including Textbooks And Other Supplementary Reading Materials In Mother Tongue And English",52
-15.485209,67.278824,92,of women and men caregivers participating in parents programs.,1073
-15.103294,67.76716,92,of women and men parenting and caregivers participating in parent’s programs,1149
-14.661376,65.58015,92,# of women and men caregivers participating in parent’s programs includes PSEA session,1263
-15.517053,67.13488,92,of women and men caregivers participating in parent’s programs,2366
-14.938515,67.65179,92,of women and men/parenting and caregivers participating in parent’s programs,2673
-14.682256,65.78277,92,# of women and men caregivers participating in parent’s programs (PSEA),3670
-55.132977,-64.41618,94,Unicef Targeted Children 6-59 Months In Humanitarian Situation Vaccinated Against Measles,130
-55.05944,-64.280235,94,Number Of Unicef-Targeted Children 6-59 Months In Humanitarian Situations Who Are Vaccinated Against Measles.,131
-62.6474,-59.199013,94,Number of pregnant women vaccinated against tetanus toxoid (TT2),1129
-56.917545,-60.96127,94,Indicator 6.1: # and percentage of infants  under-1 receiving measles vaccine(# boys and # Girls,1313
-57.343075,-60.72611,94,Indicator 4. :  # of infants under-1 immunised for measles vaccine (disaggregated by sex),1441
-55.169323,-63.71402,94,Number of UNICEF-targeted boys and girls under 1 year in humanitarian situations receiving the first dose of measles vaccine,1615
-57.47046,-61.16649,94,Indicator4. 1 #  and percent of infants under-1 receiving measles vaccine,1684
-54.88569,-63.199677,94,Number children (boys and girls) under 1 year in humanitarian situations receiving the first dose of measles vaccine,1712
-54.9261,-63.464363,94,# of targeted boys and girls children under 1 year in humanitarian situations receiving first dose of measles vaccine,1727
-55.88932,-61.004128,94,of infants under-1 who received measles vaccine (#boys: # girls),3794
-55.233864,-63.705467,94,'Number of UNICEF-targeted boys and girls under 1 year in humanitarian situations receiving the first dose of measles vaccine,3919
-55.257355,-63.79031,94,# of UNICEF-targeted boys and girls under 1 year in humanitarian  situations receiving the first dose of measles vaccine.,4436
-55.92298,-61.0753,94,Number  of infants’ under-1 who received measles vaccine (#boys: # girls),4512
-55.441628,-61.706688,94,"children aged 6 months to under 15 years who received measles vaccines (girls 2,858 & boys 2,745)",4577
-57.546967,-60.303413,94,Indicator 2.1. Number of infants under 1 received measles vaccine (#boys: # girls),4678
-57.11388,-60.56577,94,Indicator 2.1 Number of infants under-1 received measles vaccine (#boys: # girls),4684
-57.566113,-60.22157,94,Indicator 2.1. Number of infants under 1 received measles vaccine (371 boys: 401 girls),4696
-55.448643,-61.723343,94,"of children aged 6 months to under 15 years who received measles vaccines (Boys: 6,499,  Girls: 7944).",4708
-62.639908,-59.197243,94,Number and percentage of pregnant women vaccinated against tetanus toxoid (TT2),4950
-53.42234,-60.23978,94,"1.5  children under 1 year Vaccinated against measles (Boys:802 , Girls:981).",5480
-53.5083,-60.172394,94,"1.5  children under 1 year Vaccinated against measles (Boys:1,000 , Girls1,000).",5485
-53.514214,-59.864197,94,"1.5 of children under 1 year Vaccinated against measles (Boys:708 , Girls:736).",5499
-53.534748,-59.89856,94,"1.5 of children under 1 year Vaccinated against measles (Boys:1390 , Girls:1472).",5511
1.5076135,25.67729,95,"Number of women and girls (adolescent girls between 14-17 years) participating in structured group psychosocial activities at the safe spaces. Disaggregated by age, nationality and gender.",462
1.4728112,25.734211,95,"Number of women and girls (adolescent girls between 14-17) participating  in structured group psychosocial activities at the safe spaces, disaggregated by age, nationality and gender",554
15.829766,36.72158,96,of boys and girls (aged 9-18) who completed resilience program and % who showed progress in social skills after engaging in a full cycle of resilience programs,1219
15.828712,36.68372,96,# of boys and girls (aged 9-17) who completed resilience program and % who showed progress in social skills after engaging in a full cycle of resilience programs.,2872
62.54561,12.533399,97,of teachers and education personnel trained on the use and maintenance of teaching and learning materials.,2332
62.551376,12.537635,97,of teachers and education personnel  trained on the use and maintenance of teaching and learning materials,2610
16.086948,-39.575512,98,Number Of Men And Women Reached With Mre Key Messages In The Communities,76
16.719446,-41.850563,98,# Of Children Boys And Girls Reached With Mre Key Messages In Schools,92
16.12145,-39.57235,98,# Of Men And Women Reached With Mre Key Messages In Community,94
18.513922,-41.87473,98,# Of Teachers Trained On Mre Key Messages In Schools,95
16.843355,-42.083626,98,Number Of Children In Reached With Mre Key Messages In Schools,107
16.059008,-39.572514,98,Number Of   Men & Women Reached With Mre Key Messages In Communities,110
16.66599,-41.95696,98,Number Of Children (Boys And Girls) Reached With Mre  Key Messages In Schools.,120
18.604338,-41.914753,98,Number Of Teachers Trained/Oriented On Mre Key Messages In Schools,122
-7.6781545,-10.035952,100,Number of children and adolescents with access to information related to risk mitigation measures,2925
-7.6697154,-10.0526285,100,of children and adolescents with access to information related to risk mitigation measures.,3108
-7.702608,-10.054995,100,Number of children and adolescents with access to information related to risk mitigation measures (disaggregated by sex),4169
-32.88048,-53.065807,101,of volunteers participating in four-module training on immunization and volunteerism,4323
-32.994564,-53.007603,101,of youth participating in four-module training on immunization and volunteerism,4324
-32.89696,-53.06655,101,of volunteers  participate in 4 training  modules on  immunization and  volunteerism,4374
-33.025703,-53.002544,101,of youth participate in  4 training modules on  immunization and  volunteerism,4375
-30.3536,-54.542347,101,of part time  supervisors to support  municipalities for catchup vaccination (total),4398
-30.35576,-54.543686,101,of part time  supervisors to support  municipalities for catchup vaccination (female),4399
20.07668,-27.413733,102,of community-trained HP volunteers and currently engaged as mobilizers,748
20.105719,-27.444818,102,of   community based HP volunteers trained and currently engaged as mobilizers,2948
20.10642,-27.44583,102,of community based HP volunteers  trained and currently engaged as mobilizers,3078
20.077026,-27.41387,102,of community -trained HP volunteers and currently engaged as mobilizers,3272
20.092485,-27.423626,102,of community-based HP volunteers trained and currently engaged as mobilizers,3274
20.10642,-27.44583,102,of community based HP volunteers trained and currently engaged as mobilizers,3305
-13.52753,-38.017567,105,"# of males and females engaged on COVID-19 through RCCE actions.(adolescent, RRC members, religious and activist leaders and local vendors.",1142
-13.483993,-38.00323,105,"# of male and female people engaged on COVID-19 through RCCE actions(adolescent, RRC members, religious and activist leaders and local vendors.",3055
-11.343255,-38.521744,105,# of male and female engaged on Covid-19 activities,3748
-11.324184,-38.45262,105,Number of males and females engaged on Covid-19 activities,4010
10.458729,-18.165396,106,# of males and females sharing their concerns and asking questions/clarifications for available support services to address their needs through established feedback mechanisms,1143
10.420824,-17.848513,106,Number of people sharing their concerns and ask questions/clarifications for available support services to address their needs through established feedback mechanisms (disaggregated by gender),2934
9.637236,-17.214952,106,of people sharing their concerns and ask questions/clarifications for available support services to address their needs through established feedback mechanisms (disaggregated by gender).,3080
9.886994,-17.347075,106,of people sharing their concerns and ask questions/clarifications for available support services to address their needs through established feedback mechanisms (disaggregated by gender),3152
9.74381,-17.056486,106,of people sharing their concerns and ask questions/clarifications for available support services and their needs are addressed through established feedback mechanisms (disaggregated by gender),3277
11.336255,-17.324043,106,# of people sharing their concerns and asking questions/clarifications for available support services to address their needs through established feedback mechanisms,3789
9.724356,-17.431654,106,of people  sharing their  concerns and ask  questions/clarificati ons for available  support services to  address their needs  through established  feedback  mechanisms  (disaggregated by  gender),3955
11.206643,-17.360727,106,Number of people sharing their concerns and ask questions/clarifications for available support services to address their needs through established feedback mechanisms,4171
11.97177,-16.556152,106,# of people sharing their concerns and asking questions/clarifications to address their needs through existing established feedback mechanisms,4848
11.952682,-16.569494,106,# of people sharing their concerns and asking questions/clarifications to address their needs through established feedback mechanisms,5006
11.877508,-16.527662,106,Number of people sharing their concerns and asking questions/clarifications to address their needs through established feedback mechanism,5677
20.553963,-4.8976235,107,Number of convention leaders who involved in consultation meetings,4882
20.547518,-4.861243,107,Number of convention leaders involved in consultation meetings,4894
-4.0776305,40.082836,108,Number Of Children And Adolescents’ Psychosocial Well-Being Improved Through Focused And Non-Focused Pss Activities In Cfs,65
-5.481037,39.436146,108,# Of Children And Adolescents Psychosocial Well-Being Improved Through Focused And Non-Focused Pss And Life Skills Activities,79
-4.055203,40.080162,108,# Of Children Whose Psychosocial Well-Being Is Improved Through Focused And Non-Focused Pss Activities In Cfs,86
-5.5022745,39.5071,108,of children and adolescents’ psychosocial well-being improved through focused and non-focused PSS and life skills activities,320
-79.46581,-10.291767,111,Number of children 6-23 months enrolled in the growth monitoring programme (GMP),686
-81.18453,-14.462854,111,Number of Rohingya boys and girls aged 6-59 months screened for acute malnutrition by MUAC and Odema,735
-81.183846,-14.457988,111,Number of Rohingya boys and girls aged 6-59 months screened for malnutrition by MUAC and oedema,739
-81.175095,-14.465091,111,Number of Rohingya boys and girls aged 6-59 months screened for malnutrition by MUAC and oedema Number of children with disability screened for malnutrition,2226
-79.489685,-10.318589,111,Number of children 6-23 months enrolled in the growth monitoring and promotion (GMP) programme,2229
-33.192142,-28.791391,112,"20,000 children and women accessing GBV risk mitigation, prevention or response interventions  (M/F)",503
-33.13015,-28.90071,112,"Number of children and women accessing GBV risk mitigation, prevention or response interventions  (M/F)",505
-31.228645,-29.82763,112,"# of boys, girls, men and women attended awareness sessions on GBV, prevention and response.",1113
-31.076273,-30.017843,112,"# of girls, boys, women and men who participated in awareness raising sessions on GBV prevention or response",1120
-32.74203,-29.219881,112,"Number Women, girls and boys accessing GBV risk mitigation, prevention or response interventions",4060
-32.76911,-29.454512,112,"# of women, girls and boys accessing GBV risk mitigation, prevention or response interventions through referrals to service providers",5003
-32.700787,-29.289816,112,"GBV: # of women, girls, and boys GBV risk mitigation, prevention or response interventions",5710
20.71001,59.428497,113,Percentage of primary (ages 6-12 years) and secondary school (age 13-18 years) children supported with NFE activities who reach the end of the project cycle (length of cycle determined by implementing organization).,2035
20.70332,59.43873,113,Percentage of primary (ages 6-12 years) and secondary school (age 13-18 years) children supported with NFE activities who reach the end of the project cycle (length of cycle determined by implementing organization),2038
20.742159,59.396366,113,"Percentage of Pre primary  (ages 3-5 years,) primary (ages 6-12 years) and secondary school (age 13-18 years) children supported with NFE activities who reach the end of the project cycle (length of cycle determined by implementing organization).",2122
16.312178,55.33967,113,Number of girls and boys aged 4-14 years enrolled in the existing LCs,2215
13.307461,54.53461,113,Number of girls and boys with disability enrolled in the targeted LCs,2216
15.122603,55.223778,113,Number of girls and boys aged 4-14 years enrolled in targeted LCs,2240
13.251491,54.51931,113,of girls and boys with disability enrolled in the targeted LCs,3182
16.389528,55.366337,113,of girls and boys aged 4-14 years enrolled in the existing LCs,3721
15.094686,55.25796,113,of girls and boys aged 4-14 years enrolled in targeted LCs,3733
54.222763,43.207077,114,Number of school aged children (girls & boys) accessing formal/non-formal education services,532
54.904175,43.23637,114,Number of school aged children (girls & boys) accessing formal/non-formal education,535
57.5097,41.939613,114,Number of school aged children (girls & boys) accessing formal/non-formal education services (Libyans and Arabic Speaking Non-Libyans),594
57.45986,41.939064,114,Number of school aged children (girls & boys) accessing formal/non-formal education services (Francaphone and Anglophone Non-Libyans),595
55.014675,43.083305,114,# of school-aged children (boys and girls) accessing formal/non-formal education,4062
54.68303,40.991062,114,"# of children accessing formal or non-formal education, including early learning",5685
54.61919,41.02235,114,Number of children accessing formal or non-formal education including early learning,5691
-20.031197,41.19385,115,of girls and boys participating in structured and sustained psychosocial support programmes. (Including  psychosocial support (PSS) to respond to COVID-19 according to the endorsed guidance.),1144
-20.04157,41.004166,115,of girls and boys participating in structured and sustained psychosocial support programmes (including PSS to resond to COVID-19),1166
-18.772722,40.33664,115,"# of juveniles (boys, girls) participating in structured and sustained psychosocial support programmes, awareness covid-19 and PSEA",1270
-18.78602,40.347645,115,"of juveniles (boys, girls) participating in structured and sustained psychosocial support programmes, awareness covid-19 and PSEA",3399
-21.48335,46.479046,115,# children and caregivers accessing mental health and psychosocial support,4065
-21.479841,46.47642,115,# Children and  parents/caregivers accessing mental health and psychosocial support.,5326
-27.822655,2.8863592,116,"Women and men, parents, caregivers, and community memebers benefiting from awareness sessions on how to deal with children during conflict and emergencies (disaggregated by nationality, age and gender)",472
-27.815273,2.88784,116,"Number of women and men, parents, caregivers, and community members benefiting from awareness sessions on how to deal with children during conflict and emergencies (disaggregated by nationality, age and gender)",601
-23.173468,8.907374,116,Number of individual child protection counselling sessions provided to children by the CP Counsellor,761
-23.179327,8.947908,116,Number of group child protection counselling sessions provided to children by the CP Counsellor,763
-23.137606,9.036755,116,Number of group child protection counselling sessions provided to children by the CP Counsellor  (conducted through different methods: Face to Face and virtual tools),2318
-18.854263,5.0335593,116,"# of CPAN members  and social workers  trained on child protection issues, GBV risks, child rights and case management.",3213
-21.674135,7.0891585,116,Number of Child Protection and Psychosocial Support staff trained on CP approach (M/F),5050
-21.647127,7.1125183,116,Number of Child Protection and Psychosocial Support staff trained on CP approach,5429
-18.88722,5.0787673,116,"# of CPAN members and social workers trained on child protection issues, GBV risks, child rights and case management",5641
56.445698,57.250217,117,# of conflict affected boys and girls (6-17 years) enrolled in non-formal education.,310
56.44385,57.254517,117,of conflict affected boys and girls (6-17 years) enrolled in non-formal education,312
50.408638,57.35808,117,Output indicator 1.1.7:  Percentage of adolescents and youth (13-24 years old) who received minimum required hours (80%),847
50.3684,57.342537,117,Output indicator 1.2.5:  Percentage of adolescents and youth (13-24 years old) who received minimum required hours (80%),852
50.623177,57.528915,117,Output indicator 1.1.7:  Percentage of adolescents and youth (13-24 years old) who received minimum required hours,887
50.585846,57.519238,117,Output indicator 1.2.5:  Percentage of adolescents and youth (13-24 years old) who received minimum required hours,893
50.3751,57.35093,117,Output indicator 1.2.4:  Percentage of adolescents and youth (13-24 years old) who received minimum required hours (80%),2726
66.707794,-8.703239,118,"Number of school management committee members (or parent-teacher associations, school communities, or similar structure) with improved knowledge on how to develop school improvement plans that explicitly address quality learning and equity issues with UNICEF funding",348
66.716965,-8.673187,118,Number of School management committees (or parent teacher association or school communities or similar structure) with improved knowledge on how to develop school improvement plans that explicitly address quality learning and equity issues with UNICEF funding.,1716
66.705154,-8.698662,118,Number of School management committees (or parent teacher association or school communities or similar structure) with improved knowledge on how to develop school improvement plans that explicitly address quality learning and equity issues with UNICEF funding,4712
71.28194,-11.924577,118,Indicator 1.3: Number of teachers & CECs trained on GBV relevant to education programming,4821
71.27934,-11.922611,118,Indicator 1.3: Number of teachers & CECs trained on school based GBV relevant to education programming,4836
3.6390052,2.0495756,119,"Number of community and religious leaders reached through messages for confidence building, social cohesion and peace",1248
3.6373892,2.0199814,119,"Number of community and religious leaders reached through messages for confidence building, social cohesion and peace.",4052
36.146427,-65.863335,121,"Number Of Additional People Receiving Safe Water Supplies (Disaggregated By Children (Boys/Girls);Men, Women, Disability)",250
36.352604,-65.97612,121,"Number of additional people receiving safe water supplies (disaggregated by sex, boys, girls, men, women, disability)",622
36.111046,-65.808556,121,"Number of additional people receiving safe water supplies (disaggregated by children (boys/girls): men, women. Disability)",629
36.1472,-65.86547,121,"Number of additional people receiving safe water supplies (disaggregated by children (boys/girls); men, women, disability)",634
38.2019,-65.54738,121,"of people (disaggregated by gender,  age & disability) reached with safe water",649
38.7653,-65.025444,121,"of people (disaggregated by gender, disability & agewith access to safe water",651
36.63107,-65.529884,121,"Number of additional people receiving safe water supplies (disaggregated by sex, age and disability)",662
38.759422,-65.06277,121,"of people (disaggregated by gender, disability & age) with access to safe water",789
38.419846,-65.49286,121,"of people (disaggregated by gender, disability & age reached with safe water",791
39.212494,-68.292694,121,"# of targeted women, men, boys and girls benefitting from safe/improved drinking water meeting demand for domestic purposes, at minimum/agreed standards",1416
38.17009,-65.46172,121,"of people (disaggregated by gender, disability and age) reached with safe water",2635
38.22402,-65.62679,121,of people (disaggregated b gender disability and age ) reached with safe water,2638
39.27969,-68.29491,121,"# Of Targeted-Women, Men,  Boys And Girls Benefitting  From Safe/Improved Drinking  Water Meeting Demand For  Domestic Purposes, At  Minimum/Agreed Standards",3232
39.26917,-68.28519,121,"# of women, men, boys and girls benefitting from safe/ improved drinking water, meeting demand for domestic purposes, at minimum/ agreed standards",4355
-33.1926,-37.748768,122,Indicator 1.1.4: # of frontline health workers trained on GBV principles and safe referrals,2499
-36.862194,-41.32096,122,of women and men specialized GBV service providers trained on GBV/SEA  prevention and/or risk mitigation and/or response.,3513
-36.844883,-41.3197,122,of women and men non-specialized GBV service providers trained on GBV/SEA prevention and/or risk mitigation and/or  response.,3515
-33.17397,-37.727222,122,Indicators 1.1.4 # of frontline health workers trained on GBV principles and safe referrals.,4603
-36.239933,-37.175987,122,"of staff and frontline workers that have completed trainings on GBV risk mitigation and referrals for survivors (disaggregated by sex, location)Adjumani (25M: 30F), 185 (83M:102F) community structures; Yumbe (15M: 20F),  staff 165 (71M:94F) community structures; Terego (10M:17F), staff 152 (56M:96F) community structures",4984
-36.24503,-37.220055,122,"of staff and frontline workers that have completed trainings on GBV risk mitigation and referrals for survivors (disaggregated by sex, location)Adjumani (25M: 30F) Yumbe (15M: 20F), Terego (10M:17F)",4985
