,title,language
229,4.3.3.3.1. Nombre d’enseignants et directeurs formés sur la prévention VBG et covid 19 en milieux scolaire.,Language.FRENCH
230,4.3.3.5.1. Nombre d’enfants et adolescents formés sur les strategies de consolidation de paix.,Language.FRENCH
231,"5.1.2 Nombre d'enfants vulnérables, incluant les EAFGA, enregistrés en dehors du délai légal, sur la base d'un jugement supplétif (ventilé par sexe)",Language.FRENCH
232,"5.1.1. Nombre d'enfants enregistrés dans des bureaux d'états civil principaux et secondaires (incluant dans les maternités, ventilé par sexe)",Language.FRENCH
233,"5.1.1.3. Nombre d’acteurs formés sur l’enregistrement des naissances (OEC, préposés et autres acteurs)",Language.FRENCH
234,5.1.1.4 Nombre d’enfants enregistrés dans le délai légal,Language.FRENCH
235,5.1.1.5. Nombre d’enfants enregistrés dans le délai légal et ayant reçu un acte de naissance,Language.FRENCH
236,5.1.2.1 Nombre d’enfants enregistrés à l'état civil par rattrapage,Language.FRENCH
237,5.3.1. Nombre de filles et de garçons associé-e-s à des groupes armés ayant bénéficié d'une réintégration socio-économique dans leurs communautés,Language.FRENCH
238,5.3.2. Nombre d'enfants non-accompagnés ou séparés ayant bénéficié d'une réunification avec leurs familles ou d'une solution à long-terme,Language.FRENCH
239,"5.3.3. Nombre d'enfants vulnérables ayant bénéficié d'assistance psychosociale à des niveaux variés: enfant, adolescents, prestataires de soin et communautés",Language.FRENCH
240,5.3.4. Nombre de filles et garçons survivant-e-s de violences sexuelles et basées sur le genre ayant bénéficié d'une réponse holistique,Language.FRENCH
241,5.3.3.1. Nombre de filles et de garçons associés aux forces / groupes armés identifiés et ayant bénéficié d'un suivi individuel,Language.FRENCH
242,5.3.3.2.   Nombre de filles et de garçons associés aux forces / groupes armés ayant bénéficié d'un soutien pour la réintégration.,Language.FRENCH
243,"5.3.3.3. Nombre de filles et de garçons non accompagnés identifiés et placés dans une prise en charge transitoire ou une alternative appropriée (CTO, FAT, FAS, etc.)",Language.FRENCH
244,5.3.3.4. Nombre de filles et de garçons non accompagnés réunifies avec leur famille ou bénéficiant de solutions durable,Language.FRENCH
245,"5.3.3.5.  Nombre de filles et de garçons vulnérables bénéficiant de soutien psychosocial, incluant l'accès aux Espaces Amis d'Enfants",Language.FRENCH
246,"5.3.3.6. Nombre de filles, de garçons et de femmes ayant survécu à une violence basée sur le genre et recevant une assistance appropriée",Language.FRENCH
247,5.3.3.7. Nombre de hommes femmes garçons filles bénéficiant de mesures de prévention et sensibilisation sur le VBG,Language.FRENCH
248,5.3.3.5.1. Nombre d'enfants affectés par les conflits ayant été accompagnés dans les EAE.,Language.FRENCH
249,5.3.3.6.1. Nombre de survivants de VBG ayant bénéficié de la prise en chare holistique,Language.FRENCH
250,5.3.5.1. Nombre de staffs TPO formés sur la protection contre les exploiations et abus sexuels,Language.FRENCH
251,5.3.6.1. Nombre de staffs sensibilisés sur le code de bonne conduite et principes directeurs sur les EAS,Language.FRENCH
252,5.3.6.2. Nombre de staffs ayant signé l'engangement et la politique sur la prévention contre les EAS,Language.FRENCH
253,"3.3.1.  Pourcentage de personnes vulnérables (désagrégés par sexe et âge) ayant reçu, de façon coordonnée, un paquet EAH inclusive adapté aux besoins différenciés de genre, par rapport au nombre de personnes ciblées dans HAC",Language.FRENCH
254,3.3.2.1. Nombre de personnes ayant bénéficié de façon coordonnée et opportune un paquet EHA sensible au genre adapté aux besoins de base,Language.FRENCH
255,"3.3.1. Pourcentage de personnes vulnérables désagrégées par sexe et âge ayant reçu, de façon coordonnée, un paquet WASH inclusive, dignes, adapté aux besoins différentiés de genre, par rapport au nombre de personnes ciblées dans le HRP.",Language.FRENCH
256,3.3.2.1. Nombre de personnes ayant bénéficié de façon coordonnée et opportune un paquet EHA sensible au genre adapté aux besoins de base.,Language.FRENCH
257,"3.3.2.3. Nombre d’élèves désagrégés par sexe dans les écoles primaires affectées par le conflit qui ont accès aux services d’eau, hygiène et assainissement.",Language.FRENCH
258,"3.3.2.5. Nombre de personnes désagrégées par âge et par sexe, qui ont bénéficié des séances de promotion à l’hygiène à travers l'approche participative impliquant les CAC.",Language.FRENCH
259,"3.3.2.7. Nombre de personnes en situation d’handicap, désagrégées par âge et par sexe bénéficiant d’un paquet WASH dans son ménage.",Language.FRENCH
260,Nombre d'enfants âgés de 6 à 59 mois atteints de MAS qui sont admis pour traitement.,Language.FRENCH
261,Nombre d'enfants de 0-59 mois  MAS pris en charge.,Language.FRENCH
262,4.3.1. Nombre de filles et de garçons (âgés de 5 à 17 ans) touchés par des crises causées par l'homme ou des catastrophes naturelles et ayant accès à une éducation de qualité.,Language.FRENCH
263,"Nombre de personnes affectées qui participent aux actions d’engagement de proximité (dialogue communautaire, causeries de groupe /porte à porte) pour le changement social et de comportement",Language.FRENCH
264,35 supports de promotion de la participation des jeunes burundais à GoodWall comme plate-forme de prise de décision éclairée,Language.FRENCH
265,5.3.3.  Nombre de filles et garçons survivant-e-s de violences sexuelles et basées sur le genre ayant bénéficié d'une réponse holistique,Language.FRENCH
266,Nombre de survivants de violences basées sur le genre identifié ayant bénéficié de prise en charge psychosociale désagrégés en âge et sexe,Language.FRENCH
267,"5.3.3.6.  Nombre de filles, de garçons et de femmes ayant survécu à une violence basée sur le genre et recevant une assistance appropriée",Language.FRENCH
268,Nombre d'infirmiers et relais communautaires formés  sur l'accompagnement psychosocial et la gestion de cas VBG.,Language.FRENCH
269,"# de personnes (Parents, tuteurs et enfants scolarisés et non scolarisés) du district sanitaire de Giteranyi et Kiganda  ont renforcé leurs connaissances sur la prévention de la maladie des plaies ulcéreuses, à travers la communication  porte à porte (≥ 320,000)",Language.FRENCH
270,# personnes  infectées par la maladie de plaies ulcereuses diagnostiques pour une prise en charge  appropries,Language.FRENCH
271,1.3. Nombre d'enfants migrants soutenus pour une intégration socio-économique,Language.FRENCH
272,Nombre d’adolescents qui participent aux  activités favorisant la cohésion sociale,Language.FRENCH
273,Nombre d’adolescents et adolescentes avec des compétences accrues de consolidation de la paix et de cocréation des solution innovante UPSHIFT,Language.FRENCH
274,Nombre d’adolescents participants aux activités d’autonomisation qui favorisent  le dialogue intra-groupe pour la cohésion sociale,Language.FRENCH
275,Nombre des autorités communales et collinaires mobilisées et sensibilisées pour la mise en œuvre de l'approche ATPC,Language.FRENCH
276,Nombre de personnes sensibilisées par les messages sur le lavage des mains au savons,Language.FRENCH
277,"% des élèves (filles, garçons, avec et sans handicap) connaissant les moments critiques et les techniques de lavage des mains au savon",Language.FRENCH
278,Nombre d’élèves filles et garçons qui ont été sensibilisés sur les moments critiques et les techniques de lavage des mais à l’eau et au savon,Language.FRENCH
279,Nombre des membres des COPA-COGES formés et accompangnés techniquement dans le processus  s d’élaboration des Plan d’amélioration scolaire/Plan de dévelopement Scolaire.,Language.FRENCH
280,Nombre des membres des COPA et COGES renforcé en capacité sur la redevabilité et l'engagement citoyen.,Language.FRENCH
281,Nombre des membres des communautés sensibilisées sur l'importance de l'Education de la fille et non stigmatisation des enfants.,Language.FRENCH
282,"4.2.2.  Nombre d’adolescents filles et garçons en dehors de l'ecole soutenus pour accéder à l’apprentissage alternatif existant, y compris la formation professionnelle.",Language.FRENCH
283,"4.2.2.1. Nombre d'enfants et adolescents particulièrement ceux hors de l'école bénéficiant d'un appui  pour l'accès et le maintien à des offres d'éducation formelle et non formelle. désagrégation par genre et profil (enfants au pré-primaire; enfants au primaire, enfants d'age secondaire).",Language.FRENCH
284,Nombre d’enfants vulnérables des classes de 7eme et 8eme année sécondaire pris en charge en frais scolaires légaux.,Language.FRENCH
285,Nombre d’enfants vulnérables des classes de 7eme et 8 eme année sécondaire assistes en uniforme,Language.FRENCH
286,"4.2.3.1. Nombre d'adolescentes ayant participé à des activités de renforcement de capacités pour leur autonomisation, réussite scolaire et insertion socio-économique.",Language.FRENCH
287,4.3.1. Nombre de filles et de garçons (âgés de 5 à 17 ans) touchés par des crises causées par l'homme ou des catastrophes naturelles et ayant accès à une éducation de qualité,Language.FRENCH
288,4.3.2. Nombre d'enseignants formés sur le soutien psychosocial,Language.FRENCH
289,"4.3.3.1 Nombre d'enseignants dans les zones d'urgences formés à au moins une des thématiques suivantes : méthodologies centrées sur l'apprenant,  l'éducation à la paix, la prévention de la COVID-19,  la réduction des risques de conflits et de catastrophes",Language.FRENCH
290,4.3.3.2. Nombre d'enseignants  dans les zones d'urgences formés sur l'appui psychosocial,Language.FRENCH
291,Nombre des enseignants formés sur l'inclusion des enfants différents durant l'apprentissage en classe,Language.FRENCH
292,Nombre d’acteurs étatique et non étatiques formés sur la MRM (outils de reporting et normes) pour la documentation et la gestion des données sur les attaques contre les établissements d'apprentissage.,Language.FRENCH
293,Nombre d'enfants âgés de 6 à 59 mois atteints de MAS qui sont admis pour traitement,Language.FRENCH
294,"Nombres des séances thématiques de mobilisation sociale organisées par les 214  adolescents(es) formés  au profit d’autres adolescents (es) non scolarisés/déscolarisés et à l’approche Lifeskills (MGF, la santé des adolescents et les bonnes pratiques nutritionnelles, le lavage des mains au savon , la promotion des pratiques sociales essentielles  )",Language.FRENCH
295,Nombre de personnes touchées par les messages sur les gestes barrières contre le risque contre le COVID-19,Language.FRENCH
296,Nombre de personnes engagées dans la COVID-19 par le biais des mesures du RCCE,Language.FRENCH
297,Nombre de personnes qui partagent leurs préoccupations et posent des questions ou des précisions sur les services de soutien disponibles afin de répondre à leurs besoins au moyen de mécanismes de rétroaction établis,Language.FRENCH
298,% d’agents communautaires qui ont améliorés leurs connaissances sur  ANJE et les PSE,Language.FRENCH
299,Nombre d’agents formateurs y compris les adolescents certifiés pour les PSE-ANJE,Language.FRENCH
300,1.1 Nombre de centres pilotes de transition et d'assistance assurant une prise en charge de qualité aux enfants migrants,Language.FRENCH
301,1.2. Nombre d'enfants en situation de migration qui bénéficient de services de protection dans le cadre des programmes appuyés par l'UNICEF pendant la durée du projet,Language.FRENCH
302,1.3. Nombre d'enfants en situation de migration qui bénéficient de services de référencement dans le cadre des programmes appuyés par l'UNICEF pendant la durée du projet,Language.FRENCH
303,"2.4 Nombre de personnes ayant participés aux ateliers de sensibilisation, promotion et diffusion des droits des enfants migrants",Language.FRENCH
304,Nombre de femmes allaitantes et enceintes atteintes par les activités de sensibilisation sur les PSE et ANJE dans la zone du projet,Language.FRENCH
305,"Nombre des mères d’enfants malnutris ayant été atteint par la sensibilisation sur la promotion ANJE, ainsi que les démonstrations culinaires menées par les acteurs communautaires",Language.FRENCH
306,Nombre d’enfants avec malnutrition aigüe référés par les acteurs communautaires,Language.FRENCH
307,"Nombre d’adolescents qui ont participé à au moins 3 dialogues communautaires sur les PSE (ANGE, MGF,..) dans les zones du projet",Language.FRENCH
308,Nombre de communautés qui mettent en œuvre des programmes de changement de comportement en faveur du lavage des mains au savon,Language.FRENCH
309,Nombre de supports de communication (émissions/productions radio/TV diffusées/articles de presse/film/débat) sur les pratiques sociales essentielles (MGF et ANGE),Language.FRENCH
310,Nombre d’adolescents (es) ayant renforcé leurs capacités lors des séances thématiques de mobilisation sociale,Language.FRENCH
311,Nombre d’adolescents et jeunes non scolarisés et déscolarisés issus des CGC formés selon l’approche Lifeskills  dans le cadre de la promotion des PSE,Language.FRENCH
312,"Nombres des séances thématiques de mobilisation sociale organisés par les  adolescents sur les MGF, la santé des adolescents et les bonnes pratiques nutritionnelles, le lavage des mains au savon , la promotion des pratiques sociales essentielles",Language.FRENCH
313,Nombre des membres du CGC ayant bénéficié des séances sur la sensibilisation communautaire pour les droits et la protection de l’enfant,Language.FRENCH
314,Nombre des filles âgées de 0 à 14 ans sauvées des pratiques néfastes comme MGFs et autres violences basées sur le genre dans les zones de mise en œuvre du programme,Language.FRENCH
315,Nombre de comités de veilles qui collectent le nombre de filles à risque      d’être excisée,Language.FRENCH
316,Nombre de communautés dans les zones d’intervention du programme dans lesquelles les leaders communautaires/traditionnels dénoncent publiquement les pratiques néfastes y compris les FGM,Language.FRENCH
317,"Nombre de CGC qui ont mis en place un système de collecte des données sur l’adoption des pratiques sociales essentielles, y compris l’abandon des MGFs",Language.FRENCH
318,"Nombre de personnes qui participent activement aux dialogues communautaires en faveur de l’abandon des MG, VBG autres pratiques néfastes",Language.FRENCH
319,Nombre  d’agents de santé dans les etablissements de santé et au niveau communautaire ayant reçu des équipements de protection individuel (COVID-19G);,Language.FRENCH
320,"de garçons et de filles, déscolarisés et non scolarisés qui participent à l'enseignement/apprentissage primaire dans des programmes soutenus par l'UNICEF",Language.FRENCH
321,"des enfants inscrits, insérés, et réinsérés font l’objet d’un suivi semestriel (par commune par âge et par sexe)",Language.FRENCH
322,Nombres d’agents de santé dans les etablissements de santé et au niveau communautaire formés sur la prévention et le contrôle des infections (COVID-19G).,Language.FRENCH
323,"Nombre de personnes ayant accès à un service d'assainissement « élémentaire », désagrégé par sexe",Language.FRENCH
324,"Nombre de personne ayant accès à l’eau potable, désagrégé par sexe",Language.FRENCH
325,Nombre des personnes prises en charge,Language.FRENCH
326,Nombre de personnes affectées par la crise (ventilée par âge et sexe) ayant bénéficié d’un accès aux soins de santé de base,Language.FRENCH
327,"Nombre des personnes IDPs ayant été soignées à travers les cliniques mobiles organisées dans les villages (consultation Curative,accouchement, CPN) de retour",Language.FRENCH
328,Nombre de prestataires formés en ordinogramme.,Language.FRENCH
329,Nombre de personnes (ventilée par âge et sexe) référées pour les soins secondaires,Language.FRENCH
330,Nombre de CAC/RECO brieffés sur les techniques de cherches active des cas,Language.FRENCH
331,# ménages qui sont éclairés avec des lampes LED,Language.FRENCH
332,"4.2.2.  Nombre d’adolescents filles et garçons en dehors de l'école soutenus pour accéder à l’apprentissage alternatif existant, y compris la formation professionnelle.",Language.FRENCH
333,4.2.3. Nombre d'enseignants du primaire ayant reçu une formation sur au moins un élément de l'ensemble de la réforme du curriculum,Language.FRENCH
334,4.2.2.1 Nombre d'enfants et adolescents désagrégés par genre et profil particulièrement ceux hors de l'école bénéficiant d'un appui pour l'accès et le maintien à des offres d'éducation formelle et non formelle,Language.FRENCH
335,"Nombre des enfants/adolescents hors écoles identifiés, intégrés et maintenus  à l’école.",Language.FRENCH
336,"4.2.3.1. Nombre d'adolescentes ayant participé à des activités de renforcement de capacités en vue de leur  autonomisation, réussite scolaire et insertion socio-économique.",Language.FRENCH
337,Nombre d'enfants en dépassement d'âge scolaire appuyés en Kits de réinsertion  socioéconomique,Language.FRENCH
338,4.2.6.1.  Nombre d'enfants et d'adolescents ayant participé à des activités ludo-éducatives sensibles au genre dans et autour des structures d'éducation et de formation,Language.FRENCH
339,Nombre d'enfants (filles et garçons) formés sur la  mise en place  et gestion des clubs.,Language.FRENCH
340,"4.3.3.1 Nombre d'enseignants dans les zones d'urgences formés à au moins une des thématiques suivantes : méthodologies centrées sur l'apprenant,  l'éducation à la paix, la prévention de la COVID19,  la réduction des risques de conflits et de catastrophes",Language.FRENCH
341,4.3.3.2 Nombre d'enseignants  dans les zones d'urgences formés sur l'appui psychosocial,Language.FRENCH
342,"Nombre de personnes sensibilisées sur l’importance de l’éducation, prenvention a la covid 19, VBG et PSEA.",Language.FRENCH
343,"5.1.1.Nombre d'enfants enregistrés dans des bureaux d'états civil principaux et secondaires (incluant dans les maternités, ventilé par sexe)",Language.FRENCH
344,"5.1.1.1 Nombre d’acteurs formés sur l’enregistrement des naissances (OEC, préposés et autres acteurs)",Language.FRENCH
345,5.1.1.2. Nombre d’enfants enregistrés dans le délai légal,Language.FRENCH
346,5.1.1.3 Nombre d’enfants enregistrés dans le délai légal et ayant reçu un acte de naissance,Language.FRENCH
347,"5.1.2. Nombre d'enfants vulnérables, incluant les EAFGA, enregistrés en dehors du délai légal, sur la base d'un jugement supplétif (ventilé par sexe)",Language.FRENCH
348,5.2.1. Nombre de filles et garçons vulnérables référé-e-s aux services sociaux de base par des méchanismes de protection informels/communautés protectrices,Language.FRENCH
349,5.1.2.1.Nombre d’enfants enregistrés à l'état civil par rattrapage,Language.FRENCH
350,5.1.2.2. Nombre d’enfants enregistrés à l'état civil par rattrapage et ayant reçu l'acte,Language.FRENCH
351,5.2.1.1.  Nombre de volontaires communautaires/para-travailleurs sociaux formés et opérationnels pour identifier et référer les enfants vulnérables de leur communauté,Language.FRENCH
352,5.3.4.Nombre de filles et garçons survivant-e-s de violences sexuelles et basées sur le genre ayant bénéficié d'une réponse holistique,Language.FRENCH
353,"5.3.2.1.  Nombre d'acteurs formés sur la protection en urgence, PSEA et MRM",Language.FRENCH
354,5.3.3.2. Nombre de filles et de garçons associés aux forces / groupes armés ayant bénéficié d'un soutien pour la réintégration,Language.FRENCH
355,5.3.3.7. Nombre des hommes femmes garçons filles bénéficiant de mesures de prévention et sensibilisation sur le VBG,Language.FRENCH
356,"Nombre des personnes du gouvernement et de la societe civile formes sur les documents de politique education d’urgence, FPAM et MAS.",Language.FRENCH
357,"Nombre des cadres EPST, CRS et CFP formés sur l’elaboration de plan d’amelioration scolaire de 50 EP, 9 CRS, 12 CFP pilotes.",Language.FRENCH
358,"Nombre des membres des COPA et COGES formés sur  la planification, la gestion, et  le suivi des activités scolaires.",Language.FRENCH
359,4.2.1.  Nombre d'enfants recevant du matériel d'éducation / d'apprentissage préscolaire individuel (un par enfant) par le biais de programmes soutenus par l'UNICEF,Language.FRENCH
360,"4.2.2.1. Nombre d'enfants et adolescents particulièrement ceux hors de l'école bénéficiant d'un appui  pour l'accès et le maintien à des offres d'éducation formelle et non formelle.(désagrégation par genre et profil : pré-primaire, primaire, secondaire)",Language.FRENCH
361,Nombre d’enfants bénéficiaires de paiement des frais scolaires.,Language.FRENCH
362,"4.3.3.1. Nombre d'enseignants dans les zones d'urgences formés à au moins une des thématiques suivantes : méthodologies centrées sur l'apprenant,  l'éducation à la paix, la prévention de la COVID-19,  la réduction des risques de conflits et de catastrophes.",Language.FRENCH
363,Nombre d’acteurs d'education formés sur l’évaluation des besoins et analyse des données secondaires dans le contexte des urgences.,Language.FRENCH
364,Nombre d’agents de l’EPST formés sur l’intégration de la réponse aux urgences dans le plan d’action des sous-divisions educationnelles.,Language.FRENCH
365,Nombre d’enseignants formés sur  l'inclusion des enfants durant des différents apprentissages en classe.,Language.FRENCH
366,d’eleves ayant acces aux dispositifs de lavage des mains avec savon Baseline,Language.FRENCH
367,"d’eleves ayant accès, de manière durable, aux services d'eau potable au cours de l'année considérée uniquement comme résultats de l'appui direct de l'UNICEF",Language.FRENCH
368,of psychosocial group  sessions,Language.FRENCH
369,Nombre de personnes atteintes en cordon,Language.FRENCH
370,Nombre de personnes ayant bénéficié de façon coordonnée et opportune un paquet EHA sensible aux genre adapté aux besoins de base.,Language.FRENCH
371,Nombre d'acteurs WASH dont les capacités ont été renforcées dans les thématiques clés en lien avec l’epidemie de Cholera.,Language.FRENCH
372,Nombre de personnes ayant beneficie de la response EHA dans les foyers de Cholera).,Language.FRENCH
373,"Nombre de personnes affectées par les mouvements de population ayant accès aux services d’eau, hygiène et assainissement inclusive (désagrégé par sexe, âge, et handicap)",Language.FRENCH
374,Nombre de personnes ayant bénéficié des séances de promotion à l’hygiène désagrégés par sexe et tranche d’âge.,Language.FRENCH
375,NNombre de personnel et fournisseurs de services de ADSSE formés en PSEA et ayant signé le Code de Conduite.,Language.FRENCH
376,Nombre de personnes ayant accès aux latrines hygiéniques pour l’éradication de la defecation à l’air libre.,Language.FRENCH
377,"6.2.3. Nombre d’adolescents, en particulier de filles et d’adolescents socialement exclus, membres actifs de comités représentatifs de l’enfance institués par la stratégie nationale d’autonomisation des adolescents.",Language.FRENCH
378,Nombre des personnes formées en AGR.,Language.FRENCH
379,Nombre d'élèves vulnérables appuyés avec les revenus des AGRs,Language.FRENCH
380,Nombre d'hommes formés sur la vision positive des AGR mises en place par les associations des femmes en faveur des enfants et fonctionnement des ecoles ciblées.,Language.FRENCH
381,"Nombre des personnes touchées par la sensibilisation sur le VBG, PSEA, COVID19, etc.",Language.FRENCH
382,Nombre de journalistes et producteurs des radios formés en PFE et approches participatives,Language.FRENCH
383,"Nombre de membres des associations, des COPA et confessions religieuses formés",Language.FRENCH
384,Nombre d'élèves sensibilisés,Language.FRENCH
385,Nombre d'élèves récupérés.,Language.FRENCH
386,"Nombre de acteurs communautaires formés en PFE, CIP et approches participatives (Membres des CAC, RECO…)",Language.FRENCH
387,Nombre de membres CAC redynamisées formes,Language.FRENCH
388,Nombre de parents/tuteurs sensibilises,Language.FRENCH
389,Nombre de gestionnaires d’écoles touchés par les messages du maintient,Language.FRENCH
390,"Nombre de personnes sensibilisées, hommes et femmes,  sur les bonnes pratques WASH de prevention choléra.",Language.FRENCH
391,Nombre de personnes (desagrege en sexe et age) ayant bénéficié de façon coordonnée et opportune un paquet EHA sensible au genre adapté aux besoins de base.,Language.FRENCH
392,Nombre de personnes (hommes et femmes) de quartiers hotsports choléra ayant accès à l’eau dans les quartiers foyers de choléra.,Language.FRENCH
393,Nombre d'acteurs leaders locaux dotés des  capacités dans les thématiques clés en lien avec l’epidemie de Cholera (desagregés par sexe).,Language.FRENCH
394,Nombre total d'enfants de 0-59 mois MAS pris en charge (UNTA + UNTI),Language.FRENCH
395,Nombre des nouveaux cas MAS admis à l’UNTA,Language.FRENCH
396,Nombre de nouveaux cas MAS admis à l’UNTI,Language.FRENCH
397,Nombre total d’enfants déchargés au cours de la période (UNTA+UNTI),Language.FRENCH
398,Nombre de RECO formés sur la PCIMA/ANJE/WASH,Language.FRENCH
399,Nombre de personnes ayant accès a des mecanismes surs de plaintes sur les cas d’abus et d’exploitation sexuel  (PSEA),Language.FRENCH
400,Nombre de staffs TPO et OCB sensibilisés sur la PSEA,Language.FRENCH
401,Nombre de membre de communauté sensibilisés sur la PSEA,Language.FRENCH
402,Nombre de survivants de violences basées sur le genre identifié ayant bénéficié de la reinsertion socioeconomique désagrégés en âge et sexe,Language.FRENCH
403,Nombre de staffs TPO et OBC ayant signés le code de bonne conduite et la politique PSEA,Language.FRENCH
404,Nombre d'enseignants  dans les zones d'urgences formés sur l'appui psychosocial,Language.FRENCH
405,"Nombre d'enseignants dans les zones d'urgences formés à au moins une des thématiques suivantes : méthodologies centrées sur l'apprenant,  l'éducation à la paix, la prévention de la COVID-19,  la réduction des risques de conflits et de catastrophes.",Language.FRENCH
406,Nombre d'acteurs d'education formés sur l’évaluation des besoins et l'analyse des données secondaires dans le contexte des urgences.,Language.FRENCH
407,Nombre des membres du Cluster Education formés sur la santé mentale et le soutien psychosocial en classe ainsi que l’Education à la Paix.,Language.FRENCH
408,Nombre des membres du cluster formés sur  le développement des plans de contingence.,Language.FRENCH
409,Nombre d'agents de l'EPST formés sur l’intégration de la réponse aux urgences dans le plan d’action des sous-divisions educationnelles.,Language.FRENCH
410,Nombre des membres de COPA et COGES formés sur la réduction des risques de catastrophes au niveau scolaire.,Language.FRENCH
411,Nombre d'enfants recevant du matériel d'éducation individuel par le biais de programmes soutenus par l'UNICEF.,Language.FRENCH
412,Nombre d'enseignants du primaire ayant reçu une formation sur au moins un élément de l'ensemble de la réforme du curriculum.,Language.FRENCH
413,Nombre d'enseignants formés à au moins deux des trois thématiques de la réforme curriculaire (Lecture/écriture-Maths-CVC),Language.FRENCH
414,Nombre d'enseignants formés à d'autres curricula.,Language.FRENCH
415,Nombre des enseignants formés sur la pédagogie sensible au genre.,Language.FRENCH
416,"Nombre des enseignants formés sur   l’hygiène, la nutrition et la santé.",Language.FRENCH
417,Nombre d'élèves ayant bénéficié des fourniturs scolaires.,Language.FRENCH
418,Nombre d'enfants et d'adolescents ayant participé à des activités ludo-éducatives sensibles au genre dans et autour des structures d'éducation et de formation.,Language.FRENCH
419,Nombre d'enseignants formés sur le soutien psychosocial,Language.FRENCH
420,Nombre d'Unites nutritionnelles fonctionnelles,Language.FRENCH
421,Nombre de personnes ayant acces a l’eau potable,Language.FRENCH
422,Nombre d’enfants et d’adultes qui ont accès à un mécanisme sur et accessible pour signaler l’exploitation et les abus sexuel,Language.FRENCH
423,Nombre de MAS pris en charge en UNTI,Language.FRENCH
424,Nombre d’enfants 6-59 mois MAM (désagrégé par genre) admis dans les CAC,Language.FRENCH
425,Nombre des enfants MAM déchargés en CAC,Language.FRENCH
426,Nombre d’enfants 6-59 mois MAM et MAS (désagrégé par genre) admis dans les structures nutritionnelles,Language.FRENCH
427,Nombre d’enfants 6-59 mois MAS (désagrégé par genre) admis dans les centres de santé,Language.FRENCH
428,Nombre d’enfants 6-59 mois MAM (désagrégé par genre) admis dans les centres de santé,Language.FRENCH
429,Nombre des enfants MAS déchargés des CS,Language.FRENCH
430,Nombre des enfants MAM déchargés des CS,Language.FRENCH
431,Nombres de gardiens d’enfant formés/recyclés sur l’utilisation du PB et la détection des œdèmes pour dépister les cas de Malnutrition,Language.FRENCH
432,"Nombre des prestaires de soins, d’Agents psychosociaux et TPS formés sur la gestion de cas VBG des enfants",Language.FRENCH
433,# d'enfants non accompagnés (y compris enfants en situation de handicap) identifiés et placés dans une prise en charge familiale transitoire ou une solution de replacement approprié,Language.FRENCH
434,# d’enfant filles et garçons réunifiés avec leurs familles,Language.FRENCH
435,# de filles et de garçons (y compris celles et ceux en situation de handicap) ayant survécu à une violence basée sur le genre ayant bénéficié de la prise en charge psychosociale (incluant dans le contexte COVID-19 et MVE),Language.FRENCH
436,# d’enfants et d’adultes qui ont accès à un mécanisme sur et accessible pour signaler l’exploitation et les abus sexuel,Language.FRENCH
437,"Nombre d'enfants vulnérables et/ou affectés par les urgences humanitaires bénéficiant de soutien psychosocial, incluant l'accès à des Espaces Amis d'Enfants (désagrégé par âge /genre/handicap)",Language.FRENCH
438,"Nombre de personnes et enfants sensibilisés sur les risques de séparation familiale, exploitation et abus sexuel et risques de protection de l’enfance désagrégé par âge/genre/handicap",Language.FRENCH
439,# de graves violations des droits de l'enfant (inclus des violences sexuelles et basées sur le genre) rapportées,Language.FRENCH
440,Nombre d'enfants de 0-59 mois MAS pris en charge.,Language.FRENCH
441,"Nombre des nouveaux cas MAS détecté (dépistage actif) dans les ménages (mères, gardiens d’enfants)",Language.FRENCH
442,Nombre des nouveaux cas MAS détecté (dépistage actif) dans la communauté et admis pour la prise en charge,Language.FRENCH
443,"Nombre de gardiens d'enfants < 5 ans conseillés en ANJE en situation d’urgence et sur les pratiques familiales essentiels (PFE) au niveau des structures de santé (lors des activités de routine, à la décharge des enfants malnutris aigue…).",Language.FRENCH
444,Nombre d'influenceurs mobilisés pour la vaccination contre la COVID-19.,Language.FRENCH
445,Nombre de partenaires ayant des capacités renforcées en communication pour la vaccination contre la COVID-19.,Language.FRENCH
446,"Nombre de jeunes bloggeurs, Jeunes U reporters formés et actifs en faveur de la vaccination contre la COVID-19.",Language.FRENCH
447,Nombre de adolescents ayant des capacités renforcées en communication pour la vaccination contre la COVID-19.,Language.FRENCH
448,"Nombre des partenaires atteint grâce à des activités de sensibilisation de PEAS,",Language.FRENCH
449,Pourcentage du personnel du projet renforcé en capacité  ayant signé le code de conduite PSEA.,Language.FRENCH
450,of ToT participants,Language.FRENCH
451,"Nombre d'eleves(filles et garcons, y compris les eleves en situation de handicap) dans les ecoles primaires affectées par le conflit  ou catastrophes naturelles ou epidemies ayant acces aux services d'eau , hygiene et assainissement.",Language.FRENCH
452,# individus touchés par des activités de sensibilisation communautaire et des messages sur enregistrement des naissances  Cible totale : ≥ 242 855 personnes,Language.FRENCH
453,5.3.1 Nombre de filles et de garçons associés à des groupes armés ayant bénéficié d'une réintégration socio-économique dans leurs communautés,Language.FRENCH
454,"5.3.3.3 Nombre de filles et de garçons non accompagnés & EAFGA identifiés et placés dans une prise en charge transitoire ou une solution alternative appropriée (CTO, FAT, FAS, etc.)",Language.FRENCH
455,5.3.3.2 Nombre de filles et de garçons associés aux forces / groupes armés ayant bénéficié d'un soutien pour la réintégration,Language.FRENCH
